bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,3,0.07997169682454727,0.0,0.07997169682454727
1,0.1,0.2,20,0.13173820921423862,0.0,0.13173820921423862
2,0.2,0.30000000000000004,6,0.25582029284383406,0.5,0.24417970715616594
3,0.30000000000000004,0.4,0,,,
4,0.4,0.5,2,0.43484109869484516,0.0,0.43484109869484516
5,0.5,0.6000000000000001,4,0.5374286552168575,0.25,0.28742865521685745
6,0.6000000000000001,0.7000000000000001,2,0.6369354482042439,0.5,0.13693544820424386
7,0.7000000000000001,0.8,3,0.7732957206097307,1.0,0.22670427939026927
8,0.8,0.9,10,0.8616128324546711,1.0,0.13838716754532887
9,0.9,1.0,8,0.9360462703801848,1.0,0.06395372961981516
