bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,18,0.05804231724498913,0.05555555555555555,0.0024867616894335767
1,0.1,0.2,15,0.16136162721930652,0.26666666666666666,0.10530503944736014
2,0.2,0.30000000000000004,3,0.24686006391272433,0.0,0.24686006391272433
3,0.30000000000000004,0.4,0,,,
4,0.4,0.5,4,0.45413294789453074,0.5,0.045867052105469264
5,0.5,0.6000000000000001,3,0.5270865664097678,1.0,0.4729134335902322
6,0.6000000000000001,0.7000000000000001,0,,,
7,0.7000000000000001,0.8,2,0.783487126027943,1.0,0.21651287397205699
8,0.8,0.9,3,0.8653858129846914,1.0,0.13461418701530858
9,0.9,1.0,12,0.9431276862146002,0.9166666666666666,0.026461019547933562
