bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,5,0.09170881883571376,0.0,0.09170881883571376
1,0.1,0.2,19,0.13536662723676554,0.10526315789473684,0.030103469342028705
2,0.2,0.30000000000000004,6,0.24493355357130583,0.5,0.25506644642869414
3,0.30000000000000004,0.4,4,0.33374016897765324,0.5,0.16625983102234676
4,0.4,0.5,2,0.45720217371512456,0.5,0.04279782628487544
5,0.5,0.6000000000000001,3,0.5143469911212389,0.3333333333333333,0.18101365778790562
6,0.6000000000000001,0.7000000000000001,2,0.654099085985864,1.0,0.34590091401413603
7,0.7000000000000001,0.8,6,0.7527545881265715,0.8333333333333334,0.08057874520676189
8,0.8,0.9,6,0.8524087592294626,0.8333333333333334,0.019075425896129206
9,0.9,1.0,5,0.9180255476221854,1.0,0.08197445237781464
