user_id,label,raw_prob,logit,text_valid_count,image_valid_count,output_dir
si_je_meurs,1,0.06390713155269623,-2.68428373336792,59,64,interpretability_outputs/bert_clip_w64_main_xai/attention_cases/si_je_meurs
food.nius,0,0.030614199116826057,-3.4551987648010254,64,64,interpretability_outputs/bert_clip_w64_main_xai/attention_cases/food.nius
