bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,3,0.08351237758290059,0.0,0.08351237758290059
1,0.1,0.2,15,0.1508015050656256,0.13333333333333333,0.01746817173229226
2,0.2,0.30000000000000004,10,0.23352388977638797,0.4,0.16647611022361206
3,0.30000000000000004,0.4,8,0.35479545033766546,0.25,0.10479545033766546
4,0.4,0.5,7,0.4531955009554051,0.8571428571428571,0.403947356187452
5,0.5,0.6000000000000001,3,0.5708906345475914,0.6666666666666666,0.09577603211907526
6,0.6000000000000001,0.7000000000000001,1,0.6884234216480648,0.0,0.6884234216480648
7,0.7000000000000001,0.8,3,0.7680549094449381,0.6666666666666666,0.10138824277827152
8,0.8,0.9,6,0.8397143748176868,1.0,0.16028562518231315
9,0.9,1.0,2,0.9216415735235477,1.0,0.0783584264764523
