bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,1,0.08961982717567689,0.0,0.08961982717567689
1,0.1,0.2,13,0.16038807869432012,0.0,0.16038807869432012
2,0.2,0.30000000000000004,13,0.25166559809188427,0.3076923076923077,0.05602670960042344
3,0.30000000000000004,0.4,4,0.3306557548921673,0.5,0.1693442451078327
4,0.4,0.5,4,0.4340892844419435,0.75,0.3159107155580565
5,0.5,0.6000000000000001,8,0.5547626849392978,0.5,0.05476268493929781
6,0.6000000000000001,0.7000000000000001,6,0.667914177616549,0.5,0.16791417761654903
7,0.7000000000000001,0.8,4,0.728833925911637,1.0,0.271166074088363
8,0.8,0.9,6,0.8501539017309269,0.8333333333333334,0.016820568397593494
9,0.9,1.0,1,0.9138612111626352,1.0,0.08613878883736481
