experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
text_clip_w64_fold3,final_preprocessing_v2,3,64,multimodal-transformer,text,clip,clip,none,none,validation_f1,validation,test,0.41810380027236765,,,,0.7666666666666667,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.8427601809954751,0.516346515557003,0.516346515557003,0.17137996148256346,0.12602241597434924,60
