bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,7,0.08878460294121379,0.0,0.08878460294121379
1,0.1,0.2,11,0.1405264281271206,0.18181818181818182,0.04129175369106122
2,0.2,0.30000000000000004,10,0.2606028845420762,0.2,0.060602884542076185
3,0.30000000000000004,0.4,10,0.35433834688947996,0.6,0.24566165311052002
4,0.4,0.5,6,0.43690008505057865,0.6666666666666666,0.22976658161608798
5,0.5,0.6000000000000001,5,0.5574091475829788,0.6,0.04259085241702121
6,0.6000000000000001,0.7000000000000001,2,0.6181542593381584,1.0,0.3818457406618416
7,0.7000000000000001,0.8,2,0.7422060710913633,1.0,0.2577939289086367
8,0.8,0.9,4,0.8635683412862329,1.0,0.13643165871376706
9,0.9,1.0,1,0.9240807578001743,1.0,0.07591924219982571
