fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
4,xyyc18.02,1,0,0.49100903044915595,0.6004951000213623,0.4075284004211426,1,rolling
4,xyyc18.02,1,1,0.38918971815700865,0.5362706184387207,0.1453377604484558,2,rolling
4,xyyc18.02,1,2,0.35340675871196575,0.5120920538902283,0.04837772250175476,3,rolling
4,xyyc18.02,1,3,0.3136783725051601,0.48382967710494995,-0.06470386683940887,4,rolling
4,xyyc18.02,1,4,0.33343257844023316,0.49809160828590393,-0.00763373076915741,5,rolling
4,xyyc18.02,1,5,0.30854425012889214,0.48004862666130066,-0.07984776794910431,6,rolling
4,xyyc18.02,1,6,0.28888327672766567,0.4652572572231293,-0.13919520378112793,7,rolling
4,xyyc18.02,1,7,0.3151206565298177,0.484886109828949,-0.06047399342060089,8,rolling
4,xyyc18.02,1,8,0.2811488826032109,0.4592928886413574,-0.1631896048784256,8,rolling
4,xyyc18.02,1,9,0.29433679957418735,0.4694117605686188,-0.1225057989358902,8,rolling
4,xyyc18.02,1,10,0.3200318064981804,0.48846495151519775,-0.04614827036857605,8,rolling
4,xyyc18.02,1,11,0.336634905205527,0.5003632307052612,0.0014530271291732788,8,rolling
4,xyyc18.02,1,12,0.32315894528037864,0.4907292425632477,-0.03708718717098236,8,rolling
4,xyyc18.02,1,13,0.3182944696741306,0.48720216751098633,-0.05120253562927246,8,rolling
4,xyyc18.02,1,14,0.3240624829684854,0.4913814067840576,-0.03447769582271576,8,rolling
4,xyyc18.02,1,15,0.31419405666825373,0.48420771956443787,-0.0631902813911438,8,rolling
4,xyyc18.02,1,16,0.3397301610811522,0.50254887342453,0.01019558310508728,8,rolling
4,xyyc18.02,1,17,0.30746212961316144,0.4792475998401642,-0.08305732905864716,8,rolling
4,xyyc18.02,1,18,0.27050584468831024,0.4509393274784088,-0.1968761384487152,8,rolling
4,xyyc18.02,1,19,0.25648356983243065,0.4396551549434662,-0.24256166815757751,8,rolling
4,xyyc18.02,1,20,0.27307539278389475,0.4529721736907959,-0.188668891787529,8,rolling
4,xyyc18.02,1,21,0.277462610420019,0.4564192593097687,-0.1747664511203766,8,rolling
4,xyyc18.02,1,22,0.27997441677474844,0.4583795666694641,-0.1668679118156433,8,rolling
4,xyyc18.02,1,23,0.25702866270577546,0.4401000440120697,-0.24075596034526825,8,rolling
4,xyyc18.02,1,24,0.22643664055116283,0.41426223516464233,-0.3463730216026306,8,rolling
4,xyyc18.02,1,25,0.22144103364498197,0.4098597764968872,-0.36454516649246216,8,rolling
4,xyyc18.02,1,26,0.24339759967257538,0.42881283164024353,-0.28669631481170654,8,rolling
4,xyyc18.02,1,27,0.2658936821292776,0.4472638964653015,-0.21173176169395447,8,rolling
4,xyyc18.02,1,28,0.25815337654176707,0.44101637601852417,-0.23703806102275848,8,rolling
4,xyyc18.02,1,29,0.2728394048560734,0.4527859687805176,-0.18942062556743622,8,rolling
4,xyyc18.02,1,30,0.29778060749253377,0.4720143973827362,-0.11205962300300598,8,rolling
4,xyyc18.02,1,31,0.3288012910026021,0.49478694796562195,-0.020852908492088318,8,rolling
4,xyyc18.02,1,32,0.36463570082318525,0.5197961330413818,0.07922598719596863,8,rolling
4,xyyc18.02,1,33,0.3868083057163024,0.5346935987472534,0.1389978677034378,8,rolling
4,xyyc18.02,1,34,0.3940974823052192,0.5395073890686035,0.15835946798324585,8,rolling
4,xyyc18.02,1,35,0.408387949027257,0.5488350987434387,0.19596512615680695,8,rolling
4,xyyc18.02,1,36,0.3805505084363824,0.5305290818214417,0.12226837873458862,8,rolling
4,xyyc18.02,1,37,0.4085869734712576,0.5489640235900879,0.19648583233356476,8,rolling
4,xyyc18.02,1,38,0.4042986440941528,0.5461801886558533,0.18524862825870514,8,rolling
4,xyyc18.02,1,39,0.36944874788100335,0.5230643153190613,0.09232272207736969,8,rolling
4,xyyc18.02,1,40,0.3738692434563193,0.5260486602783203,0.10428912937641144,8,rolling
4,xyyc18.02,1,41,0.4018545318813427,0.5445879697799683,0.17882700264453888,8,rolling
4,xyyc18.02,1,42,0.36298169289267973,0.5186684131622314,0.07470840215682983,8,rolling
4,xyyc18.02,1,43,0.33614798397808504,0.5000185370445251,7.413327693939209e-05,8,rolling
4,xyyc18.02,1,44,0.3316984765227609,0.4968568980693817,-0.012572497129440308,8,rolling
4,xyyc18.02,1,45,0.3250316875904301,0.4920799434185028,-0.031682759523391724,8,rolling
4,xyyc18.02,1,46,0.33134269664385185,0.49660325050354004,-0.01358737051486969,8,rolling
4,xyyc18.02,1,47,0.3719097197410753,0.5247277617454529,0.09899181127548218,8,rolling
4,xyyc18.02,1,48,0.36984463988649546,0.5233322381973267,0.09339679777622223,8,rolling
4,xyyc18.02,1,49,0.37681828176494636,0.5280306935310364,0.11224047839641571,8,rolling
4,xyyc18.02,1,50,0.42048776697498713,0.5566275119781494,0.22748611867427826,8,rolling
4,xyyc18.02,1,51,0.4329424259509576,0.5645558834075928,0.2596728801727295,8,rolling
4,xyyc18.02,1,52,0.47373771087747013,0.5899591445922852,0.36379653215408325,8,rolling
4,xyyc18.02,1,53,0.46778795284907615,0.5863022804260254,0.3486998677253723,8,rolling
4,xyyc18.02,1,54,0.4419248741816803,0.570219874382019,0.28274834156036377,8,rolling
4,xyyc18.02,1,55,0.4193330480498471,0.5558878183364868,0.22448934614658356,8,rolling
