fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
1,sunrise1225,1,0,0.18678567385967215,0.3409639596939087,-0.6590014696121216,1,rolling
1,sunrise1225,1,1,0.29973720098384354,0.4391533136367798,-0.2445991337299347,2,rolling
1,sunrise1225,1,2,0.35152850920044315,0.47817882895469666,-0.08734012395143509,3,rolling
1,sunrise1225,1,3,0.37303668859874384,0.4936627149581909,-0.02535054087638855,4,rolling
1,sunrise1225,1,4,0.3863703125749811,0.5030849575996399,0.012340039014816284,5,rolling
1,sunrise1225,1,5,0.3990568861439347,0.5119367241859436,0.04775595664978027,6,rolling
1,sunrise1225,1,6,0.41950097901127364,0.5259913206100464,0.10405896604061127,7,rolling
1,sunrise1225,1,7,0.429586509988762,0.5328383445739746,0.1315426528453827,8,rolling
1,sunrise1225,1,8,0.47691588270811197,0.5643380284309387,0.25878670811653137,8,rolling
1,sunrise1225,1,9,0.47630928036119563,0.5639399290084839,0.25716784596443176,8,rolling
1,sunrise1225,1,10,0.48434040838462344,0.5691999197006226,0.27858754992485046,8,rolling
1,sunrise1225,1,11,0.4926964212181668,0.5746505260467529,0.3008510172367096,8,rolling
1,sunrise1225,1,12,0.49565291124322786,0.5765740275382996,0.30872493982315063,8,rolling
1,sunrise1225,1,13,0.4961493635138785,0.5768967270851135,0.3100470304489136,8,rolling
1,sunrise1225,1,14,0.47940708631095935,0.5659714341163635,0.2654332220554352,8,rolling
1,sunrise1225,1,15,0.48519372030736035,0.5697575211524963,0.2808619439601898,8,rolling
1,sunrise1225,1,16,0.47963338247073256,0.5661196708679199,0.26603683829307556,8,rolling
1,sunrise1225,1,17,0.48643425901557386,0.5705677270889282,0.2841680347919464,8,rolling
1,sunrise1225,1,18,0.47906490961556925,0.5657472014427185,0.26452046632766724,8,rolling
1,sunrise1225,1,19,0.4756564122826964,0.5635113716125488,0.2554253041744232,8,rolling
1,sunrise1225,1,20,0.46922839989330134,0.5592837929725647,0.23825576901435852,8,rolling
1,sunrise1225,1,21,0.4704902262709797,0.560114860534668,0.24162814021110535,8,rolling
1,sunrise1225,1,22,0.479023718343198,0.5657202005386353,0.2644105851650238,8,rolling
