fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
0,xiangling_0802,0,0,0.16854724352107733,0.32447558641433716,-0.7332791090011597,1,rolling
0,xiangling_0802,0,1,0.3001271298977721,0.4434880316257477,-0.22701796889305115,2,rolling
0,xiangling_0802,0,2,0.3218584642367106,0.46046480536460876,-0.15847167372703552,3,rolling
0,xiangling_0802,0,3,0.3409836105350692,0.4749857783317566,-0.10014045238494873,4,rolling
0,xiangling_0802,0,4,0.33546527328578235,0.4708333909511566,-0.11679904907941818,5,rolling
0,xiangling_0802,0,5,0.3561887840208864,0.4862807095050812,-0.054890863597393036,6,rolling
0,xiangling_0802,0,6,0.3553135355862604,0.4856361448764801,-0.05747116357088089,7,rolling
0,xiangling_0802,0,7,0.3567621356112785,0.4867026209831238,-0.05320211499929428,8,rolling
0,xiangling_0802,0,8,0.38934459230305146,0.5102415084838867,0.04097180813550949,8,rolling
0,xiangling_0802,0,9,0.37274428595219683,0.49835214018821716,-0.00659150630235672,8,rolling
0,xiangling_0802,0,10,0.3850592129978851,0.5071916580200195,0.02876853197813034,8,rolling
0,xiangling_0802,0,11,0.3799202617915757,0.5035167336463928,0.014067284762859344,8,rolling
0,xiangling_0802,0,12,0.4003924218303538,0.5180455446243286,0.0722135528922081,8,rolling
0,xiangling_0802,0,13,0.4028371834951983,0.5197615027427673,0.07908717542886734,8,rolling
0,xiangling_0802,0,14,0.425178643425115,0.5352718234062195,0.14132198691368103,8,rolling
0,xiangling_0802,0,15,0.42352822571206367,0.5341360569000244,0.13675689697265625,8,rolling
0,xiangling_0802,0,16,0.41330425633135914,0.5270654559135437,0.10836759954690933,8,rolling
0,xiangling_0802,0,17,0.4252051083581829,0.535290002822876,0.14139515161514282,8,rolling
0,xiangling_0802,0,18,0.417126161061633,0.5297156572341919,0.11900294572114944,8,rolling
0,xiangling_0802,0,19,0.4213652624669953,0.5326452255249023,0.13076692819595337,8,rolling
0,xiangling_0802,0,20,0.41213802340082467,0.5262549519538879,0.10511655360460281,8,rolling
0,xiangling_0802,0,21,0.40018828406043544,0.5179020762443542,0.07163897901773453,8,rolling
0,xiangling_0802,0,22,0.40110568993978263,0.5185465812683105,0.07422038167715073,8,rolling
0,xiangling_0802,0,23,0.4117958728749017,0.5260170698165894,0.10416223853826523,8,rolling
0,xiangling_0802,0,24,0.4249354125248474,0.535104513168335,0.14064949750900269,8,rolling
0,xiangling_0802,0,25,0.43022674286021106,0.5387364625930786,0.155256986618042,8,rolling
0,xiangling_0802,0,26,0.43918295106142846,0.5448500514030457,0.1798836588859558,8,rolling
0,xiangling_0802,0,27,0.4502212523205785,0.5523295402526855,0.21008765697479248,8,rolling
0,xiangling_0802,0,28,0.4444759921020261,0.5484439134597778,0.1943856179714203,8,rolling
0,xiangling_0802,0,29,0.43783599844159354,0.5439332127571106,0.17618733644485474,8,rolling
0,xiangling_0802,0,30,0.42194917002004045,0.5330479145050049,0.1323847770690918,8,rolling
0,xiangling_0802,0,31,0.4214691076785236,0.5327168703079224,0.13105469942092896,8,rolling
0,xiangling_0802,0,32,0.4072011758078056,0.5228149890899658,0.09132339805364609,8,rolling
0,xiangling_0802,0,33,0.41194850328594407,0.5261231660842896,0.10458797961473465,8,rolling
0,xiangling_0802,0,34,0.41444220300727797,0.527855396270752,0.11153718084096909,8,rolling
0,xiangling_0802,0,35,0.4028543460151973,0.519773542881012,0.07913538068532944,8,rolling
0,xiangling_0802,0,36,0.40806634074373804,0.5234189033508301,0.09374430030584335,8,rolling
0,xiangling_0802,0,37,0.400631243213772,0.5182133316993713,0.07288562506437302,8,rolling
0,xiangling_0802,0,38,0.40611823116470036,0.522058367729187,0.08829083293676376,8,rolling
0,xiangling_0802,0,39,0.40202955760362485,0.5191950798034668,0.07681799679994583,8,rolling
0,xiangling_0802,0,40,0.42027432066899806,0.5318922996520996,0.12774258852005005,8,rolling
0,xiangling_0802,0,41,0.406535881469676,0.5223502516746521,0.08946067839860916,8,rolling
0,xiangling_0802,0,42,0.3849089016088043,0.5070844292640686,0.028339587152004242,8,rolling
0,xiangling_0802,0,43,0.37978959505771287,0.5034230351448059,0.013692490756511688,8,rolling
0,xiangling_0802,0,44,0.3796815401000931,0.5033455491065979,0.01338251680135727,8,rolling
0,xiangling_0802,0,45,0.39109279246029843,0.5114819407463074,0.04593599587678909,8,rolling
0,xiangling_0802,0,46,0.39042783776043544,0.5110104084014893,0.0440487340092659,8,rolling
0,xiangling_0802,0,47,0.38529244635889665,0.5073579549789429,0.02943398803472519,8,rolling
0,xiangling_0802,0,48,0.3774874218350493,0.5017701983451843,0.007080860435962677,8,rolling
0,xiangling_0802,0,49,0.37160881800626705,0.4975312650203705,-0.00987493246793747,8,rolling
0,xiangling_0802,0,50,0.38069526799736814,0.5040722489356995,0.016289226710796356,8,rolling
0,xiangling_0802,0,51,0.3776742556668485,0.5019044876098633,0.007618017494678497,8,rolling
0,xiangling_0802,0,52,0.37099828303760884,0.4970895051956177,-0.011642105877399445,8,rolling
0,xiangling_0802,0,53,0.3877201422013031,0.5090869069099426,0.036351777613162994,8,rolling
0,xiangling_0802,0,54,0.38798965298166527,0.5092785954475403,0.03711877018213272,8,rolling
0,xiangling_0802,0,55,0.40886651731103435,0.5239771008491516,0.09598193317651749,8,rolling
0,xiangling_0802,0,56,0.4277882150193854,0.5370645523071289,0.1485307514667511,8,rolling
0,xiangling_0802,0,57,0.4275277394638781,0.5368857979774475,0.14781171083450317,8,rolling
0,xiangling_0802,0,58,0.43114025754078633,0.5393619537353516,0.15777432918548584,8,rolling
0,xiangling_0802,0,59,0.440060634678907,0.5454469323158264,0.18229088187217712,8,rolling
0,xiangling_0802,0,60,0.4602160531856468,0.5590531229972839,0.23732003569602966,8,rolling
0,xiangling_0802,0,61,0.44002748637542144,0.5454244017601013,0.18219998478889465,8,rolling
0,xiangling_0802,0,62,0.4413856970798823,0.5463473796844482,0.18592318892478943,8,rolling
