fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
2,156.melody,0,0,0.12452367806572434,0.2889243960380554,-0.9006136655807495,1,rolling
2,156.melody,0,1,0.259168708212701,0.42222893238067627,-0.31362998485565186,2,rolling
2,156.melody,0,2,0.2906482118018716,0.44755783677101135,-0.21054291725158691,3,rolling
2,156.melody,0,3,0.2947503514936441,0.4507553279399872,-0.19761930406093597,4,rolling
2,156.melody,0,4,0.3025954694381962,0.4568101763725281,-0.1731908619403839,5,rolling
2,156.melody,0,5,0.3156874577174952,0.46674779057502747,-0.13320541381835938,6,rolling
2,156.melody,0,6,0.31555315627913794,0.46664685010910034,-0.13361093401908875,7,rolling
2,156.melody,0,7,0.3243777180189861,0.4732361137866974,-0.10715801268815994,8,rolling
2,156.melody,0,8,0.35084263171781893,0.49251481890678406,-0.029942937195301056,8,rolling
2,156.melody,0,9,0.3519045577767243,0.49327442049980164,-0.02690397948026657,8,rolling
2,156.melody,0,10,0.3378333560411942,0.4831242859363556,-0.06752847880125046,8,rolling
2,156.melody,0,11,0.3374050386495375,0.48281237483024597,-0.0687776580452919,8,rolling
2,156.melody,0,12,0.3370342426532196,0.4825421869754791,-0.06985970586538315,8,rolling
2,156.melody,0,13,0.3234930967795469,0.4725794196128845,-0.1097925528883934,8,rolling
2,156.melody,0,14,0.32452798741560135,0.47334757447242737,-0.10671085864305496,8,rolling
2,156.melody,0,15,0.31344509097765494,0.46505993604660034,-0.13998845219612122,8,rolling
2,156.melody,0,16,0.32131789034498,0.4709610342979431,-0.11628671735525131,8,rolling
2,156.melody,0,17,0.3276830389656571,0.47568240761756897,-0.09734704345464706,8,rolling
2,156.melody,0,18,0.35529990505348935,0.4956963062286377,-0.017215274274349213,8,rolling
2,156.melody,0,19,0.3544190600007996,0.4950689673423767,-0.01972474902868271,8,rolling
2,156.melody,0,20,0.3521279750129205,0.4934340715408325,-0.026265151798725128,8,rolling
2,156.melody,0,21,0.362696109919626,0.5009370446205139,0.003748185932636261,8,rolling
2,156.melody,0,22,0.3635868657547796,0.5015650391578674,0.00626026839017868,8,rolling
2,156.melody,0,23,0.3816694115971517,0.5141754150390625,0.056716807186603546,8,rolling
2,156.melody,0,24,0.3692633250864046,0.5055517554283142,0.022207848727703094,8,rolling
2,156.melody,0,25,0.34176760507472764,0.48598113656044006,-0.05609021335840225,8,rolling
2,156.melody,0,26,0.3415721954805969,0.4858395755290985,-0.05665683001279831,8,rolling
2,156.melody,0,27,0.34059353336658627,0.48513010144233704,-0.05949694663286209,8,rolling
