bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,4,0.17878020740038658,0.0,0.17878020740038658
2,0.2,0.30000000000000004,12,0.2421286348735352,0.08333333333333333,0.15879530154020188
3,0.30000000000000004,0.4,7,0.3596843993018661,0.42857142857142855,0.06888702926956247
4,0.4,0.5,10,0.44049762445904317,0.5,0.05950237554095683
5,0.5,0.6000000000000001,7,0.5583234457889539,0.42857142857142855,0.12975201721752533
6,0.6000000000000001,0.7000000000000001,5,0.6512370249280448,0.8,0.14876297507195524
7,0.7000000000000001,0.8,7,0.750302588850366,0.5714285714285714,0.17887401742179465
8,0.8,0.9,6,0.8459771954623179,0.6666666666666666,0.17931052879565124
9,0.9,1.0,2,0.9080283345390581,1.0,0.09197166546094193
