bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,8,0.16356265747709792,0.0,0.16356265747709792
2,0.2,0.30000000000000004,5,0.28658687617586187,0.2,0.08658687617586186
3,0.30000000000000004,0.4,9,0.3658266602708073,0.4444444444444444,0.07861778417363713
4,0.4,0.5,11,0.43271435311649853,0.36363636363636365,0.06907798948013488
5,0.5,0.6000000000000001,9,0.5535403811542342,0.6666666666666666,0.11312628551243242
6,0.6000000000000001,0.7000000000000001,2,0.6723017656355068,0.5,0.1723017656355068
7,0.7000000000000001,0.8,5,0.7354997644304597,0.8,0.06450023556954032
8,0.8,0.9,9,0.8629228680172397,0.6666666666666666,0.1962562013505731
9,0.9,1.0,0,,,
