bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,10,0.16361085340454226,0.1,0.06361085340454226
2,0.2,0.30000000000000004,10,0.2432710067870841,0.1,0.1432710067870841
3,0.30000000000000004,0.4,9,0.3556144874873526,0.5555555555555556,0.199941068068203
4,0.4,0.5,5,0.43473875351693714,0.0,0.43473875351693714
5,0.5,0.6000000000000001,5,0.5463974655176294,1.0,0.45360253448237065
6,0.6000000000000001,0.7000000000000001,6,0.6659597838899657,0.6666666666666666,0.0007068827767009456
7,0.7000000000000001,0.8,7,0.7410011976786136,0.7142857142857143,0.02671548339289931
8,0.8,0.9,4,0.8871751206560221,0.75,0.1371751206560221
9,0.9,1.0,2,0.9052902903231803,1.0,0.09470970967681969
