bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.30000000000000004,6,0.2904005597360851,0.16666666666666666,0.12373389306941843
3,0.30000000000000004,0.4,24,0.34762341177569134,0.3333333333333333,0.014290078442358023
4,0.4,0.5,14,0.4511223432757546,0.42857142857142855,0.022550914704326075
5,0.5,0.6000000000000001,5,0.5462608545489959,0.6,0.05373914545100411
6,0.6000000000000001,0.7000000000000001,9,0.6469832303224433,0.8888888888888888,0.24190565856644553
7,0.7000000000000001,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
