bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.30000000000000004,3,0.25087422531748627,0.0,0.25087422531748627
3,0.30000000000000004,0.4,16,0.3533962295840516,0.1875,0.1658962295840516
4,0.4,0.5,14,0.45857181284988974,0.5,0.04142818715011026
5,0.5,0.6000000000000001,14,0.5548907252114731,0.5,0.05489072521147309
6,0.6000000000000001,0.7000000000000001,8,0.6370698387999559,0.875,0.23793016120004407
7,0.7000000000000001,0.8,3,0.7095508903620749,0.6666666666666666,0.04288422369540823
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
