experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
concat_w64_fold4,final_preprocessing_v2,4,64,text-image-concat,both,clip,clip,none,none,validation_f1,validation,test,0.40590720989953344,,,,0.6551724137931034,0.6071428571428571,0.6538461538461539,0.6296296296296297,0.7944711538461539,0.5977373764638451,0.5977373764638451,0.2041655877881473,0.06632628795252929,58
