bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,9,0.07715970060833321,0.0,0.07715970060833321
1,0.1,0.2,12,0.13589499160824298,0.08333333333333333,0.05256165827490965
2,0.2,0.30000000000000004,8,0.24359117986572157,0.5,0.25640882013427846
3,0.30000000000000004,0.4,3,0.31906202279589496,0.6666666666666666,0.34760464387077167
4,0.4,0.5,3,0.4617646157305513,0.6666666666666666,0.20490205093611535
5,0.5,0.6000000000000001,2,0.5972411022127504,0.5,0.0972411022127504
6,0.6000000000000001,0.7000000000000001,4,0.6277029429346943,0.5,0.1277029429346943
7,0.7000000000000001,0.8,4,0.7286350492354131,0.5,0.2286350492354131
8,0.8,0.9,7,0.831250404285527,0.7142857142857143,0.11696468999981269
9,0.9,1.0,8,0.9514556032719439,0.875,0.0764556032719439
