bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,2,0.0905090564728132,0.0,0.0905090564728132
1,0.1,0.2,15,0.13661043100918474,0.06666666666666667,0.06994376434251807
2,0.2,0.30000000000000004,9,0.27208791410728117,0.3333333333333333,0.061245419226052145
3,0.30000000000000004,0.4,10,0.34243494235579414,0.4,0.057565057644205886
4,0.4,0.5,7,0.44003068249988203,0.7142857142857143,0.27425503178583227
5,0.5,0.6000000000000001,5,0.5461596639827244,0.6,0.05384033601727556
6,0.6000000000000001,0.7000000000000001,2,0.6411116783473239,1.0,0.35888832165267615
7,0.7000000000000001,0.8,3,0.7384180556379336,1.0,0.2615819443620664
8,0.8,0.9,4,0.8636924683648004,1.0,0.1363075316351996
9,0.9,1.0,1,0.9134051347299496,1.0,0.08659486527005045
