experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.7413793103448276,0.8666666666666667,0.5,0.6341463414634146,0.8846153846153846,0.46902047293809457,0.46902047293809457,0.15521587628292108,0.11891677747262598,58
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,temperature,validation,fixed_0.5,fixed,test,0.5,1.0888733955489682,,,0.7413793103448276,0.8666666666666667,0.5,0.6341463414634146,0.8846153846153846,0.47408892133181946,0.47408892133181946,0.1560404894851798,0.11517876376464707,58
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,platt,validation,fixed_0.5,fixed,test,0.5,,0.8540586793796646,-0.06979834501324522,0.7241379310344828,0.8571428571428571,0.46153846153846156,0.6,0.8846153846153846,0.48437145797286635,0.48437145797286635,0.15974680521477314,0.12599500635986285,58
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,platt,validation,validation_f1,validation,test,0.3274067462094844,,0.8540586793796646,-0.06979834501324522,0.7931034482758621,0.75,0.8076923076923077,0.7777777777777778,0.8846153846153846,0.48437145797286635,0.48437145797286635,0.15974680521477314,0.12599500635986285,58
