bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,8,0.07569404455219642,0.0,0.07569404455219642
1,0.1,0.2,9,0.12937252596450502,0.1111111111111111,0.018261414853393915
2,0.2,0.30000000000000004,6,0.23764158150227824,0.16666666666666666,0.07097491483561158
3,0.30000000000000004,0.4,4,0.3748694796028328,0.0,0.3748694796028328
4,0.4,0.5,6,0.47899644537384284,0.6666666666666666,0.1876702212928238
5,0.5,0.6000000000000001,3,0.5284421758633231,0.6666666666666666,0.13822449080334354
6,0.6000000000000001,0.7000000000000001,5,0.6671481018440986,0.4,0.26714810184409854
7,0.7000000000000001,0.8,2,0.7346122181100427,1.0,0.26538778188995726
8,0.8,0.9,9,0.8618729232348653,0.8888888888888888,0.027015965654023533
9,0.9,1.0,6,0.9514865810026766,1.0,0.04851341899732342
