bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,2,0.09835577440100282,0.0,0.09835577440100282
1,0.1,0.2,15,0.143620943948469,0.06666666666666667,0.07695427728180233
2,0.2,0.30000000000000004,9,0.2718600664075729,0.3333333333333333,0.06147326692576044
3,0.30000000000000004,0.4,12,0.34602164270591734,0.4166666666666667,0.07064502396074934
4,0.4,0.5,6,0.4493772336424002,0.8333333333333334,0.3839560996909332
5,0.5,0.6000000000000001,5,0.5468399718891612,0.6,0.05316002811083875
6,0.6000000000000001,0.7000000000000001,3,0.6747597843017529,1.0,0.3252402156982471
7,0.7000000000000001,0.8,1,0.7417771591636608,1.0,0.2582228408363392
8,0.8,0.9,5,0.849559051129741,1.0,0.15044094887025905
9,0.9,1.0,0,,,
