bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,3,0.07352538319852568,0.0,0.07352538319852568
1,0.1,0.2,10,0.162214847206134,0.2,0.03778515279386602
2,0.2,0.30000000000000004,8,0.2410348829144352,0.0,0.2410348829144352
3,0.30000000000000004,0.4,5,0.35078126796299836,0.4,0.04921873203700167
4,0.4,0.5,2,0.4593949529710514,1.0,0.5406050470289486
5,0.5,0.6000000000000001,6,0.5603275943832067,0.5,0.06032759438320667
6,0.6000000000000001,0.7000000000000001,6,0.6479249343342495,0.8333333333333334,0.1854083989990839
7,0.7000000000000001,0.8,7,0.7381876314269931,0.5714285714285714,0.16675905999842167
8,0.8,0.9,5,0.8507580133658376,0.8,0.05075801336583752
9,0.9,1.0,6,0.9214051914375586,0.6666666666666666,0.254738524770892
