bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,2,0.08239239120407194,0.0,0.08239239120407194
1,0.1,0.2,6,0.16890230794261316,0.0,0.16890230794261316
2,0.2,0.30000000000000004,10,0.252736660551141,0.2,0.05273666055114101
3,0.30000000000000004,0.4,5,0.3476491912647687,0.0,0.3476491912647687
4,0.4,0.5,3,0.44664433068674175,0.6666666666666666,0.22002233597992488
5,0.5,0.6000000000000001,3,0.5532048265988219,1.0,0.44679517340117814
6,0.6000000000000001,0.7000000000000001,8,0.6508089918353585,0.5,0.15080899183535845
7,0.7000000000000001,0.8,8,0.7667797575447295,0.75,0.01677975754472949
8,0.8,0.9,6,0.85548787494812,0.6666666666666666,0.18882120828145332
9,0.9,1.0,7,0.9357020974097076,0.7142857142857143,0.22141638312399325
