experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
contextvecnet_w64_fold4,final_preprocessing_v2,4,64,multimodal-transformer,both,clip,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.6724137931034483,0.7333333333333333,0.4230769230769231,0.5365853658536586,0.84375,0.5245511303748674,0.5245511303748674,0.17876160470908645,0.1629301771390124,58
contextvecnet_w64_fold4,final_preprocessing_v2,4,64,multimodal-transformer,both,clip,clip,temperature,validation,fixed_0.5,fixed,test,0.5,0.9557346414816859,,,0.6724137931034483,0.7333333333333333,0.4230769230769231,0.5365853658536586,0.84375,0.5258497072736025,0.5258497072736025,0.1797114378659856,0.15637683963265897,58
contextvecnet_w64_fold4,final_preprocessing_v2,4,64,multimodal-transformer,both,clip,clip,platt,validation,fixed_0.5,fixed,test,0.5,,0.9697021853072114,-0.06063163439554285,0.6896551724137931,0.7857142857142857,0.4230769230769231,0.55,0.84375,0.5288415630552589,0.5288415630552589,0.18025507253613718,0.14887014458915676,58
contextvecnet_w64_fold4,final_preprocessing_v2,4,64,multimodal-transformer,both,clip,clip,platt,validation,validation_f1,validation,test,0.23583701974709917,,0.9697021853072114,-0.06063163439554285,0.6896551724137931,0.625,0.7692307692307693,0.6896551724137931,0.84375,0.5288415630552589,0.5288415630552589,0.18025507253613718,0.14887014458915676,58
