experiment,fold,window_size,perturbation,threshold,accuracy,precision,recall,macro_f1,f1,specificity,auc,nll,brier,ece_10,n_samples
bert_clip_w64_fold3,3,64,baseline,0.5230274241234272,0.8166666666666667,0.9411764705882353,0.6153846153846154,0.8006644518272426,0.7441860465116279,0.9705882352941176,0.8925339366515836,0.4352696839698283,0.13547475066840253,0.09700019623927765,60
bert_clip_w64_fold3,3,64,time_shuffle,0.5230274241234272,0.8166666666666667,0.9411764705882353,0.6153846153846154,0.8006644518272426,0.7441860465116279,0.9705882352941176,0.8925339366515838,0.4360845193216381,0.1356592354770946,0.09844546680680283,60
bert_clip_w64_fold3,3,64,history_mismatch,0.5230274241234272,0.6166666666666667,0.5882352941176471,0.38461538461538464,0.5832074901842343,0.46511627906976744,0.7941176470588235,0.6119909502262444,0.9756686331061649,0.3154776248894289,0.29702344157497934,60
bert_clip_w64_fold3,3,64,no_history,0.5230274241234272,0.8,0.7916666666666666,0.7307692307692307,0.7942857142857143,0.76,0.8529411764705882,0.8461538461538461,0.5602621042423049,0.1718636966592086,0.15645562182079667,60
bert_clip_w64_fold3,3,64,image_mismatch,0.5230274241234272,0.8333333333333334,0.9444444444444444,0.6538461538461539,0.8205741626794258,0.7727272727272727,0.9705882352941176,0.8947963800904977,0.42127376957082563,0.13110981798457894,0.10174062664353443,60
bert_clip_w64_fold3,3,64,image_zero,0.5230274241234272,0.8333333333333334,0.9444444444444444,0.6538461538461539,0.8205741626794258,0.7727272727272727,0.9705882352941176,0.8857466063348417,0.43446909739268436,0.13492015561747367,0.0923488671426046,60
