experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
text_bert_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,text,bert,clip,none,none,validation_f1,validation,test,0.3292227008133845,,,,0.7413793103448276,0.6571428571428571,0.8846153846153846,0.7540983606557377,0.8533653846153846,0.47150996013702007,0.47150996013702007,0.1574404291264044,0.12287013610593815,58
