bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,8,0.06912396479144725,0.0,0.06912396479144725
1,0.1,0.2,17,0.14749771361704747,0.17647058823529413,0.028972874618246658
2,0.2,0.30000000000000004,8,0.24665388401914276,0.5,0.2533461159808572
3,0.30000000000000004,0.4,3,0.3622148436103845,0.3333333333333333,0.02888151027705116
4,0.4,0.5,0,,,
5,0.5,0.6000000000000001,3,0.5652629829973707,0.6666666666666666,0.10140368366929597
6,0.6000000000000001,0.7000000000000001,5,0.6463576930439464,0.8,0.15364230695605363
7,0.7000000000000001,0.8,4,0.7396312416679267,0.75,0.010368758332073291
8,0.8,0.9,7,0.866649920106816,0.8571428571428571,0.009507062963958868
9,0.9,1.0,3,0.9196463390335848,1.0,0.08035366096641516
