bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,12,0.0662271081898453,0.08333333333333333,0.01710622514348803
1,0.1,0.2,8,0.1418884929533697,0.0,0.1418884929533697
2,0.2,0.30000000000000004,1,0.29057243987879244,0.0,0.29057243987879244
3,0.30000000000000004,0.4,9,0.3550209844393287,0.5555555555555556,0.20053457111622686
4,0.4,0.5,5,0.4554024701192076,0.6,0.14459752988079239
5,0.5,0.6000000000000001,1,0.5153789693952825,0.0,0.5153789693952825
6,0.6000000000000001,0.7000000000000001,1,0.6761718677419859,1.0,0.3238281322580141
7,0.7000000000000001,0.8,6,0.7618677198139782,0.5,0.26186771981397816
8,0.8,0.9,6,0.8569442244304156,0.8333333333333334,0.023610891097082254
9,0.9,1.0,9,0.9350705835941271,0.8888888888888888,0.04618169470523825
