bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,20,0.04520236778738466,0.1,0.05479763221261535
1,0.1,0.2,12,0.14814933075317485,0.25,0.10185066924682515
2,0.2,0.30000000000000004,3,0.2593394077467003,0.0,0.2593394077467003
3,0.30000000000000004,0.4,5,0.3502684810382333,0.6,0.24973151896176665
4,0.4,0.5,2,0.446668366261153,0.5,0.05333163373884697
5,0.5,0.6000000000000001,1,0.5666215154999046,1.0,0.4333784845000954
6,0.6000000000000001,0.7000000000000001,1,0.6884092556978922,1.0,0.31159074430210776
7,0.7000000000000001,0.8,3,0.7514914627038533,1.0,0.24850853729614675
8,0.8,0.9,5,0.8593912276724897,0.8,0.05939122767248961
9,0.9,1.0,8,0.9444970807786731,1.0,0.055502919221326885
