bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,2,0.09280284545854901,0.0,0.09280284545854901
1,0.1,0.2,17,0.14715432492512537,0.0,0.14715432492512537
2,0.2,0.30000000000000004,7,0.23865442853754715,0.2857142857142857,0.04705985717673855
3,0.30000000000000004,0.4,5,0.33882501396359055,0.4,0.06117498603640947
4,0.4,0.5,3,0.43693585921814226,0.3333333333333333,0.10360252588480895
5,0.5,0.6000000000000001,4,0.5606470532043337,0.5,0.06064705320433372
6,0.6000000000000001,0.7000000000000001,2,0.6535162821399283,0.5,0.1535162821399283
7,0.7000000000000001,0.8,2,0.7676592060186698,1.0,0.23234079398133023
8,0.8,0.9,9,0.8488531664304961,1.0,0.15114683356950387
9,0.9,1.0,7,0.923631462091628,1.0,0.07636853790837195
