experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
bert_clip_w32_fold0,final_preprocessing_v2,0,32,multimodal-transformer,both,bert,clip,none,none,validation_f1,validation,test,0.21928500968020895,,,,0.7931034482758621,0.6944444444444444,0.9615384615384616,0.8064516129032258,0.8713942307692307,0.45712867638247495,0.45712867638247495,0.15222805830592076,0.13520071438561218,58
