bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,8,0.08564213412024743,0.0,0.08564213412024743
1,0.1,0.2,18,0.13616145811713085,0.2222222222222222,0.08606076410509136
2,0.2,0.30000000000000004,4,0.24142342346025158,0.5,0.2585765765397484
3,0.30000000000000004,0.4,4,0.3592054433934726,0.25,0.1092054433934726
4,0.4,0.5,3,0.4609680358529156,0.3333333333333333,0.1276347025195823
5,0.5,0.6000000000000001,3,0.5458913991331934,0.6666666666666666,0.12077526753347323
6,0.6000000000000001,0.7000000000000001,3,0.6545908687094911,1.0,0.3454091312905089
7,0.7000000000000001,0.8,2,0.7662970794878428,0.5,0.26629707948784276
8,0.8,0.9,9,0.8494355466028014,0.8888888888888888,0.039453342286087434
9,0.9,1.0,4,0.9277074308925666,1.0,0.07229256910743342
