bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,14,0.07264720724135179,0.07142857142857142,0.0012186358127803665
1,0.1,0.2,6,0.16071284916015827,0.0,0.16071284916015827
2,0.2,0.30000000000000004,6,0.23505624651586707,0.3333333333333333,0.09827708681746625
3,0.30000000000000004,0.4,4,0.3758857692719167,0.75,0.3741142307280833
4,0.4,0.5,5,0.4596895059030365,0.6,0.1403104940969635
5,0.5,0.6000000000000001,1,0.516046182583199,0.0,0.516046182583199
6,0.6000000000000001,0.7000000000000001,1,0.6754154414361706,1.0,0.3245845585638294
7,0.7000000000000001,0.8,6,0.7520544756665939,0.6666666666666666,0.08538780899992726
8,0.8,0.9,6,0.8393726770442204,0.5,0.33937267704422036
9,0.9,1.0,9,0.9240624592986924,1.0,0.07593754070130765
