bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,4,0.07960013057027981,0.0,0.07960013057027981
1,0.1,0.2,19,0.13543633917043685,0.0,0.13543633917043685
2,0.2,0.30000000000000004,4,0.25582232379540726,0.25,0.005822323795407258
3,0.30000000000000004,0.4,3,0.338388618903471,1.0,0.661611381096529
4,0.4,0.5,3,0.42550370391839554,0.0,0.42550370391839554
5,0.5,0.6000000000000001,3,0.5584715654709308,0.3333333333333333,0.22513823213759748
6,0.6000000000000001,0.7000000000000001,1,0.6076990785836246,0.0,0.6076990785836246
7,0.7000000000000001,0.8,5,0.7682033163807234,1.0,0.23179668361927663
8,0.8,0.9,7,0.8542350256384682,1.0,0.1457649743615318
9,0.9,1.0,9,0.9307357493962214,1.0,0.06926425060377861
