experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
bert_clip_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,bert,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.7413793103448276,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.8641826923076923,0.4950935023350401,0.4950935023350401,0.16509192889066207,0.14672520025808528,58
bert_clip_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,bert,clip,temperature,validation,fixed_0.5,fixed,test,0.5,1.0613903637147317,,,0.7413793103448276,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.8641826923076923,0.48819696682470065,0.48819696682470065,0.16318998069028962,0.14246295741575066,58
bert_clip_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,bert,clip,platt,validation,fixed_0.5,fixed,test,0.5,,0.9797343963332035,0.4871026240602856,0.7586206896551724,0.6875,0.8461538461538461,0.7586206896551724,0.8641826923076923,0.5211749785485533,0.5211749785485533,0.1682668535377031,0.17548970594477878,58
