bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,22,0.05951066439487963,0.13636363636363635,0.07685297196875673
1,0.1,0.2,14,0.1575100184942362,0.21428571428571427,0.056775695791478065
2,0.2,0.30000000000000004,4,0.23013835786604042,0.5,0.2698616421339596
3,0.30000000000000004,0.4,2,0.3534798725110941,0.5,0.14652012748890592
4,0.4,0.5,1,0.45962408927889903,1.0,0.540375910721101
5,0.5,0.6000000000000001,0,,,
6,0.6000000000000001,0.7000000000000001,0,,,
7,0.7000000000000001,0.8,3,0.7882556570303736,1.0,0.2117443429696264
8,0.8,0.9,3,0.8470244235973848,1.0,0.15297557640261517
9,0.9,1.0,11,0.9388512870556219,0.9090909090909091,0.02976037796471287
