bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,12,0.08624703287246914,0.0,0.08624703287246914
1,0.1,0.2,16,0.14048493641546209,0.3125,0.17201506358453791
2,0.2,0.30000000000000004,4,0.2679056215794001,0.25,0.01790562157940012
3,0.30000000000000004,0.4,5,0.3683469063766044,0.6,0.2316530936233956
4,0.4,0.5,2,0.4470270039278267,0.0,0.4470270039278267
5,0.5,0.6000000000000001,1,0.5730728740228542,1.0,0.42692712597714577
6,0.6000000000000001,0.7000000000000001,4,0.6473995823376804,1.0,0.35260041766231964
7,0.7000000000000001,0.8,5,0.7604278260164843,0.6,0.1604278260164843
8,0.8,0.9,5,0.8564217822695893,1.0,0.14357821773041068
9,0.9,1.0,4,0.9155556531540734,1.0,0.08444434684592661
