bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,5,0.0797511588924539,0.0,0.0797511588924539
1,0.1,0.2,18,0.13250827076113245,0.0,0.13250827076113245
2,0.2,0.30000000000000004,5,0.2608512691187477,0.4,0.13914873088125235
3,0.30000000000000004,0.4,2,0.3528640555016347,1.0,0.6471359444983653
4,0.4,0.5,3,0.4238261189348427,0.0,0.4238261189348427
5,0.5,0.6000000000000001,3,0.559790203924967,0.3333333333333333,0.22645687059163372
6,0.6000000000000001,0.7000000000000001,1,0.6100847637738624,0.0,0.6100847637738624
7,0.7000000000000001,0.8,5,0.7730132475391074,1.0,0.22698675246089262
8,0.8,0.9,7,0.8590866791357599,1.0,0.14091332086424013
9,0.9,1.0,9,0.9344436010032684,1.0,0.0655563989967316
