bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,13,0.08231849143568501,0.0,0.08231849143568501
1,0.1,0.2,15,0.1403232631395658,0.3333333333333333,0.1930100701937675
2,0.2,0.30000000000000004,3,0.2645135901742508,0.3333333333333333,0.06881974315908251
3,0.30000000000000004,0.4,4,0.3518513837310856,0.5,0.1481486162689144
4,0.4,0.5,4,0.4420414069153531,0.25,0.1920414069153531
5,0.5,0.6000000000000001,0,,,
6,0.6000000000000001,0.7000000000000001,4,0.653419099253262,1.0,0.346580900746738
7,0.7000000000000001,0.8,3,0.7462231360767735,0.6666666666666666,0.07955646941010686
8,0.8,0.9,7,0.8525711607406775,0.8571428571428571,0.004571696402179581
9,0.9,1.0,5,0.9314874811818266,1.0,0.06851251881817344
