bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,9,0.08137877714850379,0.0,0.08137877714850379
1,0.1,0.2,16,0.14483614367748424,0.1875,0.042663856322515764
2,0.2,0.30000000000000004,2,0.2510210880221379,0.0,0.2510210880221379
3,0.30000000000000004,0.4,3,0.3185664044507308,0.0,0.3185664044507308
4,0.4,0.5,3,0.4416510034514447,0.3333333333333333,0.10831767011811139
5,0.5,0.6000000000000001,2,0.5227503183171284,1.0,0.47724968168287163
6,0.6000000000000001,0.7000000000000001,3,0.6857581109569743,0.6666666666666666,0.019091444290307624
7,0.7000000000000001,0.8,6,0.7497868499027512,0.8333333333333334,0.08354648343058213
8,0.8,0.9,4,0.8424526463419839,0.75,0.09245264634198391
9,0.9,1.0,10,0.9540180185044654,1.0,0.04598198149553456
