feature,mean_abs_shap,mean_shap
text_probability,0.30631424839227833,-0.0022453718814328615
delta_p,0.033316825843496156,0.0031061880982765585
max_similarity,0.0008955342105116168,-4.937178032005094e-05
sd_similarity,0.0005907201231433316,-0.00018083726417724916
median_similarity,0.0003604841161973886,-3.192725322096839e-05
similarity_iqr,0.00023953052738728093,-3.619911824606088e-05
low_alignment_ratio,0.00021585567539002278,-4.092387501280858e-05
high_alignment_ratio,0.00013818769136397864,-3.949121283219542e-05
