feature,mean_abs_shap,mean_shap
sd_similarity,0.05519597236432834,-0.006661054857504606
similarity_iqr,0.04923075570876629,-0.0009405479116002076
delta_p,0.04312607805857999,0.001388620155798829
max_similarity,0.0427645646582125,-0.002015006315582195
median_similarity,0.026129370707193865,0.00250127069099431
low_alignment_ratio,0.015407941320825947,-0.0002582805552953781
high_alignment_ratio,0.01181000379961467,0.0036916982173110123
mean_similarity,0.009135709522428835,0.0020163065093214577
