experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples,source_file,method
contextvecnet_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,clip,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.7241379310344828,0.6666666666666666,0.7692307692307693,0.7142857142857143,0.7884615384615384,0.5583873661608062,0.5583873661608062,0.1846143664952759,0.1743337791187346,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold0_metrics.csv,contextvecnet
contextvecnet_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,clip,clip,temperature,validation,fixed_0.5,fixed,test,0.5,0.8641718020981537,,,0.7241379310344828,0.6666666666666666,0.7692307692307693,0.7142857142857143,0.7884615384615384,0.5623085853039055,0.5623085853039055,0.1845650857877225,0.1427234670832734,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold0_metrics.csv,contextvecnet
contextvecnet_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,clip,clip,platt,validation,fixed_0.5,fixed,test,0.5,,1.1597647419940849,0.2857264508645419,0.7586206896551724,0.6875,0.8461538461538461,0.7586206896551724,0.7884615384615384,0.5823859813247576,0.5823859813247576,0.1886882673991587,0.1632382008041338,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold0_metrics.csv,contextvecnet
contextvecnet_w64_fold0,final_preprocessing_v2,0,64,multimodal-transformer,both,clip,clip,platt,validation,validation_f1,validation,test,0.3070829749391198,,1.1597647419940849,0.2857264508645419,0.6896551724137931,0.6,0.9230769230769232,0.7272727272727273,0.7884615384615384,0.5823859813247576,0.5823859813247576,0.1886882673991587,0.1632382008041338,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold0_metrics.csv,contextvecnet
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.7413793103448276,0.8666666666666667,0.5,0.6341463414634146,0.8846153846153846,0.4690204729380945,0.4690204729380945,0.155215876282921,0.1189167774726259,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold1_metrics.csv,contextvecnet
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,temperature,validation,fixed_0.5,fixed,test,0.5,1.0888733955489682,,,0.7413793103448276,0.8666666666666667,0.5,0.6341463414634146,0.8846153846153846,0.4740889213318194,0.4740889213318194,0.1560404894851798,0.115178763764647,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold1_metrics.csv,contextvecnet
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,platt,validation,fixed_0.5,fixed,test,0.5,,0.8540586793796646,-0.0697983450132452,0.7241379310344828,0.8571428571428571,0.4615384615384615,0.6,0.8846153846153846,0.4843714579728663,0.4843714579728663,0.1597468052147731,0.1259950063598628,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold1_metrics.csv,contextvecnet
contextvecnet_w64_fold1,final_preprocessing_v2,1,64,multimodal-transformer,both,clip,clip,platt,validation,validation_f1,validation,test,0.3274067462094844,,0.8540586793796646,-0.0697983450132452,0.7931034482758621,0.75,0.8076923076923077,0.7777777777777778,0.8846153846153846,0.4843714579728663,0.4843714579728663,0.1597468052147731,0.1259950063598628,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold1_metrics.csv,contextvecnet
contextvecnet_w64_fold2,final_preprocessing_v2,2,64,multimodal-transformer,both,clip,clip,none,none,fixed_0.5,fixed,test,0.5,,,,0.8103448275862069,0.8,0.7692307692307693,0.7843137254901961,0.90625,0.411911921302637,0.411911921302637,0.1289127213495732,0.1274228598892431,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold2_metrics.csv,contextvecnet
contextvecnet_w64_fold2,final_preprocessing_v2,2,64,multimodal-transformer,both,clip,clip,temperature,validation,fixed_0.5,fixed,test,0.5,0.8343837126059926,,,0.8103448275862069,0.8,0.7692307692307693,0.7843137254901961,0.90625,0.3970110224561372,0.3970110224561372,0.1254516040765652,0.1144253030269077,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold2_metrics.csv,contextvecnet
contextvecnet_w64_fold2,final_preprocessing_v2,2,64,multimodal-transformer,both,clip,clip,platt,validation,fixed_0.5,fixed,test,0.5,,1.2191716377763189,0.3808465516067705,0.8448275862068966,0.7741935483870968,0.9230769230769232,0.8421052631578947,0.90625,0.4159274289729116,0.4159274289729116,0.1326365724906784,0.1208754043889852,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold2_metrics.csv,contextvecnet
contextvecnet_w64_fold2,final_preprocessing_v2,2,64,multimodal-transformer,both,clip,clip,platt,validation,validation_f1,validation,test,0.2644061774136382,,1.2191716377763189,0.3808465516067705,0.7068965517241379,0.6097560975609756,0.9615384615384616,0.746268656716418,0.90625,0.4159274289729116,0.4159274289729116,0.1326365724906784,0.1208754043889852,58,results/final_preprocessing_v2/methods/contextvecnet/w64/contextvecnet_w64_fold2_metrics.csv,contextvecnet
