experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
bert_clip_w64_fold4,final_preprocessing_v2,4,64,multimodal-transformer,both,bert,clip,none,none,validation_f1,validation,test,0.34845274975142315,,,,0.896551724137931,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.921875,0.3704893762270332,0.3704893762270332,0.11420728665361811,0.09579724364101094,58
