bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,0,,,
1,0.1,0.2,19,0.14760954545114532,0.0,0.14760954545114532
2,0.2,0.30000000000000004,7,0.23806338528312798,0.2857142857142857,0.04765090043115772
3,0.30000000000000004,0.4,5,0.3528641328392254,0.6,0.24713586716077457
4,0.4,0.5,1,0.4393241310511928,1.0,0.5606758689488072
5,0.5,0.6000000000000001,5,0.5198858886728404,0.2,0.31988588867284035
6,0.6000000000000001,0.7000000000000001,3,0.6371600763307654,0.3333333333333333,0.3038267429974321
7,0.7000000000000001,0.8,2,0.7353367127068844,1.0,0.2646632872931156
8,0.8,0.9,10,0.8606278267967273,1.0,0.13937217320327266
9,0.9,1.0,6,0.9224505554688595,1.0,0.07754944453114054
