bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,20,0.052152651023668485,0.1,0.04784734897633152
1,0.1,0.2,3,0.1206170951352518,0.3333333333333333,0.2127162381980815
2,0.2,0.30000000000000004,5,0.25393751716097324,0.4,0.14606248283902679
3,0.30000000000000004,0.4,3,0.36170322625958656,0.3333333333333333,0.02836989292625325
4,0.4,0.5,2,0.4391920535861712,0.5,0.060807946413828806
5,0.5,0.6000000000000001,1,0.5785494582313941,1.0,0.42145054176860586
6,0.6000000000000001,0.7000000000000001,3,0.6495398895053982,0.3333333333333333,0.3162065561720649
7,0.7000000000000001,0.8,0,,,
8,0.8,0.9,7,0.8411555405828544,0.5714285714285714,0.26972696915428296
9,0.9,1.0,14,0.9486510873838414,0.9285714285714286,0.020079658812412804
