bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,8,0.07412337729695795,0.0,0.07412337729695795
1,0.1,0.2,14,0.15119819561285922,0.14285714285714285,0.008341052755716366
2,0.2,0.30000000000000004,8,0.22896802460088503,0.5,0.27103197539911494
3,0.30000000000000004,0.4,7,0.3306314065953969,0.14285714285714285,0.18777426373825407
4,0.4,0.5,4,0.44588359140340517,0.5,0.054116408596594834
5,0.5,0.6000000000000001,2,0.546377364763514,0.5,0.04637736476351395
6,0.6000000000000001,0.7000000000000001,0,,,
7,0.7000000000000001,0.8,2,0.7615489219972331,1.0,0.23845107800276688
8,0.8,0.9,8,0.8567004562035305,1.0,0.14329954379646948
9,0.9,1.0,7,0.9296417932151609,0.8571428571428571,0.07249893607230384
