bin,bin_lower,bin_upper,count,confidence,accuracy,gap
0,0.0,0.1,11,0.08224595862324177,0.0,0.08224595862324177
1,0.1,0.2,17,0.13346642848062412,0.17647058823529413,0.04300415975467001
2,0.2,0.30000000000000004,2,0.2553070838199527,1.0,0.7446929161800473
3,0.30000000000000004,0.4,5,0.3691660498486324,0.2,0.16916604984863237
4,0.4,0.5,1,0.4280058536522817,1.0,0.5719941463477183
5,0.5,0.6000000000000001,5,0.564841606234102,0.8,0.2351583937658981
6,0.6000000000000001,0.7000000000000001,3,0.6292751648444467,0.3333333333333333,0.29594183151111336
7,0.7000000000000001,0.8,3,0.7410438749039293,1.0,0.2589561250960707
8,0.8,0.9,6,0.866569433337309,1.0,0.13343056666269104
9,0.9,1.0,5,0.9222381740147517,1.0,0.07776182598524828
