experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
contextvecnet_w16_fold0,final_preprocessing_v2,0,16,multimodal-transformer,both,clip,clip,none,none,validation_f1,validation,test,0.23876443248776003,,,,0.6551724137931034,0.5652173913043478,1.0,0.7222222222222222,0.7992788461538461,0.5528904225879716,0.5528904225879716,0.1864179165275537,0.16653361991054155,58
