feature,mean_abs_shap
y_raw_prob,0.11063920990758756
y_prob,0.10701708665625487
decision_margin,0.08134234122326402
threshold,0.042872566077664515
text_valid_ratio,0.010781659769292715
image_valid_ratio,0.010046543993631704
image_valid_count,0.009115317746614206
padding_amount,0.009044555312475909
text_valid_count,0.008675180660744089
