experiment,group,fold,window_size,model,modality,text_embedding,image_embedding,calibration,calibration_fit_split,threshold_strategy,threshold_selection_split,evaluation_split,threshold,temperature,platt_a,platt_b,accuracy,precision,recall,f1,auc,nll,log_loss,brier,ece_10,n_samples
lstm_w64_fold0,final_preprocessing_v2,0,64,lstm-baseline,both,clip,clip,none,none,validation_f1,validation,test,0.4219901732654921,,,,0.6551724137931034,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.7896634615384616,0.6211622979486596,0.6211622979486596,0.21452391552704192,0.1518694019016432,58
